	leading razor protein	identifier	Cellular component (annotation)	Cellular component (ID)	source
6066	Q02928	CYP4A11~Q02928	endoplasmic reticulum membrane	GO:0005789	UniProt
6067	Q02928	CYP4A11~Q02928	intracellular membrane-bounded organelle	GO:0043231	UniProt
6068	Q03013	GSTM4~Q03013	cytoplasm	GO:0005737	UniProt
6069	Q03013	GSTM4~Q03013	cytosol	GO:0005829	UniProt
6070	Q03013	GSTM4~Q03013	intercellular bridge	GO:0045171	UniProt
6071	Q03154	ACY1~Q03154	cytosol	GO:0005829	UniProt
6072	Q03154	ACY1~Q03154	extracellular exosome	GO:0070062	UniProt
6073	Q04446	GBE1~Q04446	cytoplasm	GO:0005737	UniProt
6074	Q04446	GBE1~Q04446	cytosol	GO:0005829	UniProt
6075	Q04446	GBE1~Q04446	extracellular exosome	GO:0070062	UniProt
6076	Q04828	AKR1C1~Q04828	cytosol	GO:0005829	UniProt
6077	Q04828	AKR1C1~Q04828	extracellular exosome	GO:0070062	UniProt
6078	Q04917	YWHAH~Q04917	cerebellar granule cell to Purkinje cell synapse	GO:0150048	UniProt
6079	Q04917	YWHAH~Q04917	cytoplasm	GO:0005737	UniProt
6080	Q04917	YWHAH~Q04917	cytosol	GO:0005829	UniProt
6081	Q04917	YWHAH~Q04917	extracellular exosome	GO:0070062	UniProt
6082	Q04917	YWHAH~Q04917	intercalated disc	GO:0014704	UniProt
6083	Q04917	YWHAH~Q04917	plasma membrane	GO:0005886	UniProt
6084	Q04917	YWHAH~Q04917	presynapse	GO:0098793	UniProt
6085	Q06203	PPAT~Q06203	cytosol	GO:0005829	UniProt
6086	Q06323	PSME1~Q06323	cytoplasm	GO:0005737	UniProt
6087	Q06323	PSME1~Q06323	cytosol	GO:0005829	UniProt
6088	Q06323	PSME1~Q06323	extracellular exosome	GO:0070062	UniProt
6089	Q06323	PSME1~Q06323	nucleoplasm	GO:0005654	UniProt
6090	Q06323	PSME1~Q06323	proteasome activator complex	GO:0008537	UniProt
6091	Q06323	PSME1~Q06323	proteasome complex	GO:0000502	UniProt
6092	Q06520	SULT2A1~Q06520	cytoplasm	GO:0005737	UniProt
6093	Q06520	SULT2A1~Q06520	cytosol	GO:0005829	UniProt
6094	Q06830	PRDX1~Q06830	cytoplasm	GO:0005737	UniProt
6095	Q06830	PRDX1~Q06830	cytosol	GO:0005829	UniProt
6096	Q06830	PRDX1~Q06830	extracellular exosome	GO:0070062	UniProt
6097	Q06830	PRDX1~Q06830	extracellular space	GO:0005615	UniProt
6098	Q06830	PRDX1~Q06830	melanosome	GO:0042470	UniProt
6099	Q06830	PRDX1~Q06830	nucleus	GO:0005634	UniProt
6100	Q07065	CKAP4~Q07065	azurophil granule membrane	GO:0035577	UniProt
6101	Q07065	CKAP4~Q07065	cytoskeleton	GO:0005856	UniProt
6102	Q07065	CKAP4~Q07065	endoplasmic reticulum	GO:0005783	UniProt
6103	Q07065	CKAP4~Q07065	endoplasmic reticulum lumen	GO:0005788	UniProt
6104	Q07065	CKAP4~Q07065	endoplasmic reticulum membrane	GO:0005789	UniProt
6105	Q07065	CKAP4~Q07065	extracellular exosome	GO:0070062	UniProt
6106	Q07065	CKAP4~Q07065	lamellar body	GO:0042599	UniProt
6107	Q07065	CKAP4~Q07065	lipid droplet	GO:0005811	UniProt
6108	Q07065	CKAP4~Q07065	membrane	GO:0016020	UniProt
6109	Q07065	CKAP4~Q07065	perinuclear region of cytoplasm	GO:0048471	UniProt
6110	Q07065	CKAP4~Q07065	plasma membrane	GO:0005886	UniProt
6111	Q07065	CKAP4~Q07065	rough endoplasmic reticulum	GO:0005791	UniProt
6112	Q07065	CKAP4~Q07065	specific granule membrane	GO:0035579	UniProt
6113	Q07954	LRP1~Q07954	basolateral plasma membrane	GO:0016323	UniProt
6114	Q07954	LRP1~Q07954	clathrin-coated pit	GO:0005905	UniProt
6115	Q07954	LRP1~Q07954	early endosome	GO:0005769	UniProt
6116	Q07954	LRP1~Q07954	endocytic vesicle membrane	GO:0030666	UniProt
6117	Q07954	LRP1~Q07954	focal adhesion	GO:0005925	UniProt
6118	Q07954	LRP1~Q07954	Golgi apparatus	GO:0005794	UniProt
6119	Q07954	LRP1~Q07954	lysosomal membrane	GO:0005765	UniProt
6120	Q07954	LRP1~Q07954	membrane	GO:0016020	UniProt
6121	Q07954	LRP1~Q07954	microtubule organizing center	GO:0005815	UniProt
6122	Q07954	LRP1~Q07954	nucleus	GO:0005634	UniProt
6123	Q07954	LRP1~Q07954	plasma membrane	GO:0005886	UniProt
6124	Q07954	LRP1~Q07954	plasma membrane protein complex	GO:0098797	UniProt
6125	Q07954	LRP1~Q07954	receptor complex	GO:0043235	UniProt
6126	Q07960	ARHGAP1~Q07960	cytoplasm	GO:0005737	UniProt
6127	Q07960	ARHGAP1~Q07960	cytosol	GO:0005829	UniProt
6128	Q07960	ARHGAP1~Q07960	endosome membrane	GO:0010008	UniProt
6129	Q07960	ARHGAP1~Q07960	extracellular exosome	GO:0070062	UniProt
6130	Q07960	ARHGAP1~Q07960	perinuclear region of cytoplasm	GO:0048471	UniProt
6131	Q08211	DHX9~Q08211	actin cytoskeleton	GO:0015629	UniProt
6132	Q08211	DHX9~Q08211	centrosome	GO:0005813	UniProt
6133	Q08211	DHX9~Q08211	CRD-mediated mRNA stability complex	GO:0070937	UniProt
6134	Q08211	DHX9~Q08211	cytoplasm	GO:0005737	UniProt
6135	Q08211	DHX9~Q08211	cytoplasmic ribonucleoprotein granule	GO:0036464	UniProt
6136	Q08211	DHX9~Q08211	cytosol	GO:0005829	UniProt
6137	Q08211	DHX9~Q08211	membrane	GO:0016020	UniProt
6138	Q08211	DHX9~Q08211	nuclear body	GO:0016604	UniProt
6139	Q08211	DHX9~Q08211	nuclear stress granule	GO:0097165	UniProt
6140	Q08211	DHX9~Q08211	nucleolus	GO:0005730	UniProt
6141	Q08211	DHX9~Q08211	nucleoplasm	GO:0005654	UniProt
6142	Q08211	DHX9~Q08211	nucleus	GO:0005634	UniProt
6143	Q08211	DHX9~Q08211	perichromatin fibrils	GO:0005726	UniProt
6144	Q08211	DHX9~Q08211	protein-containing complex	GO:0032991	UniProt
6145	Q08211	DHX9~Q08211	ribonucleoprotein complex	GO:1990904	UniProt
6146	Q08211	DHX9~Q08211	RISC complex	GO:0016442	UniProt
6147	Q08211	DHX9~Q08211	RISC-loading complex	GO:0070578	UniProt
6148	Q08257	CRYZ~Q08257	cytosol	GO:0005829	UniProt
6149	Q08257	CRYZ~Q08257	extracellular exosome	GO:0070062	UniProt
6150	Q08426	EHHADH~Q08426	cytosol	GO:0005829	UniProt
6151	Q08426	EHHADH~Q08426	peroxisomal matrix	GO:0005782	UniProt
6152	Q08426	EHHADH~Q08426	peroxisome	GO:0005777	UniProt
6153	Q09666	AHNAK~Q09666	actin cytoskeleton	GO:0015629	UniProt
6154	Q09666	AHNAK~Q09666	cell-cell contact zone	GO:0044291	UniProt
6155	Q09666	AHNAK~Q09666	costamere	GO:0043034	UniProt
6156	Q09666	AHNAK~Q09666	cytoplasm	GO:0005737	UniProt
6157	Q09666	AHNAK~Q09666	cytosol	GO:0005829	UniProt
6158	Q09666	AHNAK~Q09666	extracellular exosome	GO:0070062	UniProt
6159	Q09666	AHNAK~Q09666	focal adhesion	GO:0005925	UniProt
6160	Q09666	AHNAK~Q09666	lysosomal membrane	GO:0005765	UniProt
6161	Q09666	AHNAK~Q09666	membrane	GO:0016020	UniProt
6162	Q09666	AHNAK~Q09666	nucleus	GO:0005634	UniProt
6163	Q09666	AHNAK~Q09666	plasma membrane	GO:0005886	UniProt
6164	Q09666	AHNAK~Q09666	plasma membrane protein complex	GO:0098797	UniProt
6165	Q09666	AHNAK~Q09666	sarcolemma	GO:0042383	UniProt
6166	Q09666	AHNAK~Q09666	T-tubule	GO:0030315	UniProt
6167	Q09666	AHNAK~Q09666	vesicle	GO:0031982	UniProt
6168	Q10471	GALNT2~Q10471	endoplasmic reticulum membrane	GO:0005789	UniProt
6169	Q10471	GALNT2~Q10471	extracellular region	GO:0005576	UniProt
6170	Q10471	GALNT2~Q10471	Golgi apparatus	GO:0005794	UniProt
6171	Q10471	GALNT2~Q10471	Golgi cisterna membrane	GO:0032580	UniProt
6172	Q10471	GALNT2~Q10471	Golgi membrane	GO:0000139	UniProt
6173	Q10471	GALNT2~Q10471	Golgi stack	GO:0005795	UniProt
6174	Q10471	GALNT2~Q10471	membrane	GO:0016020	UniProt
6175	Q10471	GALNT2~Q10471	perinuclear region of cytoplasm	GO:0048471	UniProt
6176	Q12797	ASPH~Q12797	calcium channel complex	GO:0034704	UniProt
6177	Q12797	ASPH~Q12797	cortical endoplasmic reticulum	GO:0032541	UniProt
6178	Q12797	ASPH~Q12797	endoplasmic reticulum	GO:0005783	UniProt
6179	Q12797	ASPH~Q12797	endoplasmic reticulum membrane	GO:0005789	UniProt
6180	Q12797	ASPH~Q12797	junctional sarcoplasmic reticulum membrane	GO:0014701	UniProt
6181	Q12797	ASPH~Q12797	plasma membrane	GO:0005886	UniProt
6182	Q12797	ASPH~Q12797	sarcoplasmic reticulum lumen	GO:0033018	UniProt
6183	Q12797	ASPH~Q12797	sarcoplasmic reticulum membrane	GO:0033017	UniProt
6184	Q12882	DPYD~Q12882	cytoplasm	GO:0005737	UniProt
6185	Q12882	DPYD~Q12882	cytosol	GO:0005829	UniProt
6186	Q12905	ILF2~Q12905	catalytic step 2 spliceosome	GO:0071013	UniProt
6187	Q12905	ILF2~Q12905	cytosol	GO:0005829	UniProt
6188	Q12905	ILF2~Q12905	extracellular region	GO:0005576	UniProt
6189	Q12905	ILF2~Q12905	ficolin-1-rich granule lumen	GO:1904813	UniProt
6190	Q12905	ILF2~Q12905	membrane	GO:0016020	UniProt
6191	Q12905	ILF2~Q12905	nucleolus	GO:0005730	UniProt
6192	Q12905	ILF2~Q12905	nucleoplasm	GO:0005654	UniProt
6193	Q12905	ILF2~Q12905	nucleus	GO:0005634	UniProt
6194	Q12905	ILF2~Q12905	ribonucleoprotein complex	GO:1990904	UniProt
6195	Q12905	ILF2~Q12905	specific granule lumen	GO:0035580	UniProt
6196	Q12905	ILF2~Q12905	tertiary granule lumen	GO:1904724	UniProt
6197	Q12907	LMAN2~Q12907	cell surface	GO:0009986	UniProt
6198	Q12907	LMAN2~Q12907	COPII-coated ER to Golgi transport vesicle	GO:0030134	UniProt
6199	Q12907	LMAN2~Q12907	endoplasmic reticulum membrane	GO:0005789	UniProt
6200	Q12907	LMAN2~Q12907	endoplasmic reticulum-Golgi intermediate compartment	GO:0005793	UniProt
6201	Q12907	LMAN2~Q12907	endoplasmic reticulum-Golgi intermediate compartment membrane	GO:0033116	UniProt
6202	Q12907	LMAN2~Q12907	extracellular exosome	GO:0070062	UniProt
6203	Q12907	LMAN2~Q12907	extracellular space	GO:0005615	UniProt
6204	Q12907	LMAN2~Q12907	Golgi apparatus	GO:0005794	UniProt
6205	Q12907	LMAN2~Q12907	Golgi membrane	GO:0000139	UniProt
6206	Q12907	LMAN2~Q12907	plasma membrane	GO:0005886	UniProt
6207	Q13084	MRPL28~Q13084	cytosol	GO:0005829	UniProt
6208	Q13084	MRPL28~Q13084	cytosolic large ribosomal subunit	GO:0022625	UniProt
6209	Q13084	MRPL28~Q13084	mitochondrial inner membrane	GO:0005743	UniProt
6210	Q13084	MRPL28~Q13084	mitochondrial large ribosomal subunit	GO:0005762	UniProt
6211	Q13084	MRPL28~Q13084	mitochondrial ribosome	GO:0005761	UniProt
6212	Q13084	MRPL28~Q13084	mitochondrion	GO:0005739	UniProt
6213	Q13131	PRKAA1~Q13131	apical plasma membrane	GO:0016324	UniProt
6214	Q13131	PRKAA1~Q13131	axon	GO:0030424	UniProt
6215	Q13131	PRKAA1~Q13131	chromatin	GO:0000785	UniProt
6216	Q13131	PRKAA1~Q13131	cytoplasm	GO:0005737	UniProt
6217	Q13131	PRKAA1~Q13131	cytosol	GO:0005829	UniProt
6218	Q13131	PRKAA1~Q13131	dendrite	GO:0030425	UniProt
6219	Q13131	PRKAA1~Q13131	neuronal cell body	GO:0043025	UniProt
6220	Q13131	PRKAA1~Q13131	nuclear speck	GO:0016607	UniProt
6221	Q13131	PRKAA1~Q13131	nucleoplasm	GO:0005654	UniProt
6222	Q13131	PRKAA1~Q13131	nucleotide-activated protein kinase complex	GO:0031588	UniProt
6223	Q13131	PRKAA1~Q13131	nucleus	GO:0005634	UniProt
6224	Q13162	PRDX4~Q13162	cytosol	GO:0005829	UniProt
6225	Q13162	PRDX4~Q13162	endoplasmic reticulum	GO:0005783	UniProt
6226	Q13162	PRDX4~Q13162	extracellular exosome	GO:0070062	UniProt
6227	Q13162	PRDX4~Q13162	extracellular region	GO:0005576	UniProt
6228	Q13162	PRDX4~Q13162	ficolin-1-rich granule lumen	GO:1904813	UniProt
6229	Q13162	PRDX4~Q13162	nucleus	GO:0005634	UniProt
6230	Q13162	PRDX4~Q13162	secretory granule lumen	GO:0034774	UniProt
6231	Q13200	PSMD2~Q13200	cytosol	GO:0005829	UniProt
6232	Q13200	PSMD2~Q13200	extracellular exosome	GO:0070062	UniProt
6233	Q13200	PSMD2~Q13200	extracellular region	GO:0005576	UniProt
6234	Q13200	PSMD2~Q13200	ficolin-1-rich granule lumen	GO:1904813	UniProt
6235	Q13200	PSMD2~Q13200	membrane	GO:0016020	UniProt
6236	Q13200	PSMD2~Q13200	nucleoplasm	GO:0005654	UniProt
6237	Q13200	PSMD2~Q13200	nucleus	GO:0005634	UniProt
6238	Q13200	PSMD2~Q13200	proteasome accessory complex	GO:0022624	UniProt
6239	Q13200	PSMD2~Q13200	proteasome complex	GO:0000502	UniProt
6240	Q13200	PSMD2~Q13200	proteasome regulatory particle	GO:0005838	UniProt
6241	Q13200	PSMD2~Q13200	proteasome regulatory particle, base subcomplex	GO:0008540	UniProt
6242	Q13200	PSMD2~Q13200	proteasome storage granule	GO:0034515	UniProt
6243	Q13200	PSMD2~Q13200	secretory granule lumen	GO:0034774	UniProt
6244	Q13217	DNAJC3~Q13217	azurophil granule lumen	GO:0035578	UniProt
6245	Q13217	DNAJC3~Q13217	cytoplasm	GO:0005737	UniProt
6246	Q13217	DNAJC3~Q13217	cytosol	GO:0005829	UniProt
6247	Q13217	DNAJC3~Q13217	endoplasmic reticulum	GO:0005783	UniProt
6248	Q13217	DNAJC3~Q13217	endoplasmic reticulum lumen	GO:0005788	UniProt
6249	Q13217	DNAJC3~Q13217	extracellular exosome	GO:0070062	UniProt
6250	Q13217	DNAJC3~Q13217	extracellular region	GO:0005576	UniProt
6251	Q13217	DNAJC3~Q13217	extracellular vesicle	GO:1903561	UniProt
6252	Q13217	DNAJC3~Q13217	membrane	GO:0016020	UniProt
6253	Q13217	DNAJC3~Q13217	smooth endoplasmic reticulum	GO:0005790	UniProt
6254	Q13228	SELENBP1~Q13228	cytosol	GO:0005829	UniProt
6255	Q13228	SELENBP1~Q13228	extracellular exosome	GO:0070062	UniProt
6256	Q13228	SELENBP1~Q13228	extracellular space	GO:0005615	UniProt
6257	Q13228	SELENBP1~Q13228	fibrillar center	GO:0001650	UniProt
6258	Q13228	SELENBP1~Q13228	membrane	GO:0016020	UniProt
6259	Q13228	SELENBP1~Q13228	nucleolus	GO:0005730	UniProt
6260	Q13404	UBE2V1~Q13404	cytoplasm	GO:0005737	UniProt
6261	Q13404	UBE2V1~Q13404	cytosol	GO:0005829	UniProt
6262	Q13404	UBE2V1~Q13404	extracellular exosome	GO:0070062	UniProt
6263	Q13404	UBE2V1~Q13404	nucleoplasm	GO:0005654	UniProt
6264	Q13404	UBE2V1~Q13404	nucleus	GO:0005634	UniProt
6265	Q13404	UBE2V1~Q13404	protein-containing complex	GO:0032991	UniProt
6266	Q13404	UBE2V1~Q13404	UBC13-UEV1A complex	GO:0035370	UniProt
6267	Q13404	UBE2V1~Q13404	ubiquitin conjugating enzyme complex	GO:0031371	UniProt
6268	Q13404	UBE2V1~Q13404	ubiquitin ligase complex	GO:0000151	UniProt
6269	Q13405	MRPL49~Q13405	mitochondrial inner membrane	GO:0005743	UniProt
6270	Q13405	MRPL49~Q13405	mitochondrial large ribosomal subunit	GO:0005762	UniProt
6271	Q13405	MRPL49~Q13405	mitochondrial ribosome	GO:0005761	UniProt
6272	Q13405	MRPL49~Q13405	mitochondrion	GO:0005739	UniProt
6273	Q13409	DYNC1I2~Q13409	centrosome	GO:0005813	UniProt
6274	Q13409	DYNC1I2~Q13409	cytoplasm	GO:0005737	UniProt
6275	Q13409	DYNC1I2~Q13409	cytoplasmic dynein complex	GO:0005868	UniProt
6276	Q13409	DYNC1I2~Q13409	cytosol	GO:0005829	UniProt
6277	Q13409	DYNC1I2~Q13409	dynein complex	GO:0030286	UniProt
6278	Q13409	DYNC1I2~Q13409	microtubule	GO:0005874	UniProt
6279	Q13409	DYNC1I2~Q13409	vesicle	GO:0031982	UniProt
6280	Q13423	NNT~Q13423	membrane	GO:0016020	UniProt
6281	Q13423	NNT~Q13423	mitochondrial inner membrane	GO:0005743	UniProt
6282	Q13423	NNT~Q13423	mitochondrial respirasome	GO:0005746	UniProt
6283	Q13423	NNT~Q13423	mitochondrion	GO:0005739	UniProt
6284	Q13576	IQGAP2~Q13576	actin cytoskeleton	GO:0015629	UniProt
6285	Q13576	IQGAP2~Q13576	cell cortex	GO:0005938	UniProt
6286	Q13576	IQGAP2~Q13576	cell surface	GO:0009986	UniProt
6287	Q13576	IQGAP2~Q13576	cytoplasm	GO:0005737	UniProt
6288	Q13576	IQGAP2~Q13576	cytosol	GO:0005829	UniProt
6289	Q13576	IQGAP2~Q13576	extracellular exosome	GO:0070062	UniProt
6290	Q13576	IQGAP2~Q13576	filopodium	GO:0030175	UniProt
6291	Q13576	IQGAP2~Q13576	lamellipodium	GO:0030027	UniProt
6292	Q13576	IQGAP2~Q13576	microtubule	GO:0005874	UniProt
6293	Q13576	IQGAP2~Q13576	microvillus	GO:0005902	UniProt
6294	Q13576	IQGAP2~Q13576	plasma membrane	GO:0005886	UniProt
6295	Q13576	IQGAP2~Q13576	secretory granule membrane	GO:0030667	UniProt
6296	Q13619	CUL4A~Q13619	Cul4-RING E3 ubiquitin ligase complex	GO:0080008	UniProt
6297	Q13619	CUL4A~Q13619	Cul4A-RING E3 ubiquitin ligase complex	GO:0031464	UniProt
6298	Q13619	CUL4A~Q13619	cytoplasm	GO:0005737	UniProt
6299	Q13619	CUL4A~Q13619	nucleoplasm	GO:0005654	UniProt
6300	Q13619	CUL4A~Q13619	nucleus	GO:0005634	UniProt
6301	Q13630	GFUS~Q13630	cytosol	GO:0005829	UniProt
6302	Q13630	GFUS~Q13630	extracellular exosome	GO:0070062	UniProt
6303	Q13867	BLMH~Q13867	cytoplasm	GO:0005737	UniProt
6304	Q13867	BLMH~Q13867	cytosol	GO:0005829	UniProt
6305	Q13867	BLMH~Q13867	extracellular exosome	GO:0070062	UniProt
6306	Q13867	BLMH~Q13867	nucleus	GO:0005634	UniProt
6307	Q13884	SNTB1~Q13884	cytoplasm	GO:0005737	UniProt
6308	Q13884	SNTB1~Q13884	cytoskeleton	GO:0005856	UniProt
6309	Q13884	SNTB1~Q13884	dystrophin-associated glycoprotein complex	GO:0016010	UniProt
6310	Q13884	SNTB1~Q13884	focal adhesion	GO:0005925	UniProt
6311	Q13884	SNTB1~Q13884	protein-containing complex	GO:0032991	UniProt
6312	Q13884	SNTB1~Q13884	sarcolemma	GO:0042383	UniProt
6313	Q13884	SNTB1~Q13884	synapse	GO:0045202	UniProt
6314	Q14019	COTL1~Q14019	actin filament	GO:0005884	UniProt
6315	Q14019	COTL1~Q14019	cortical actin cytoskeleton	GO:0030864	UniProt
6316	Q14019	COTL1~Q14019	cytosol	GO:0005829	UniProt
6317	Q14019	COTL1~Q14019	extracellular exosome	GO:0070062	UniProt
6318	Q14019	COTL1~Q14019	extracellular region	GO:0005576	UniProt
6319	Q14019	COTL1~Q14019	ficolin-1-rich granule lumen	GO:1904813	UniProt
6320	Q14019	COTL1~Q14019	nucleus	GO:0005634	UniProt
6321	Q14019	COTL1~Q14019	secretory granule lumen	GO:0034774	UniProt
6322	Q14019	COTL1~Q14019	site of polarized growth	GO:0030427	UniProt
6323	Q14032	BAAT~Q14032	cytosol	GO:0005829	UniProt
6324	Q14032	BAAT~Q14032	intracellular membrane-bounded organelle	GO:0043231	UniProt
6325	Q14032	BAAT~Q14032	peroxisomal matrix	GO:0005782	UniProt
6326	Q14032	BAAT~Q14032	peroxisome	GO:0005777	UniProt
6327	Q14152	EIF3A~Q14152	cytoplasm	GO:0005737	UniProt
6328	Q14152	EIF3A~Q14152	cytosol	GO:0005829	UniProt
6329	Q14152	EIF3A~Q14152	eukaryotic 43S preinitiation complex	GO:0016282	UniProt
6330	Q14152	EIF3A~Q14152	eukaryotic 48S preinitiation complex	GO:0033290	UniProt
6331	Q14152	EIF3A~Q14152	eukaryotic translation initiation factor 3 complex	GO:0005852	UniProt
6332	Q14152	EIF3A~Q14152	eukaryotic translation initiation factor 3 complex, eIF3e	GO:0071540	UniProt
6333	Q14152	EIF3A~Q14152	eukaryotic translation initiation factor 3 complex, eIF3m	GO:0071541	UniProt
6334	Q14152	EIF3A~Q14152	membrane	GO:0016020	UniProt
6335	Q14152	EIF3A~Q14152	microtubule	GO:0005874	UniProt
6336	Q14152	EIF3A~Q14152	multi-eIF complex	GO:0043614	UniProt
6337	Q14152	EIF3A~Q14152	nucleolus	GO:0005730	UniProt
6338	Q14152	EIF3A~Q14152	nucleoplasm	GO:0005654	UniProt
6339	Q14152	EIF3A~Q14152	postsynaptic density	GO:0014069	UniProt
6340	Q14165	MLEC~Q14165	endoplasmic reticulum	GO:0005783	UniProt
6341	Q14165	MLEC~Q14165	endoplasmic reticulum membrane	GO:0005789	UniProt
6342	Q14165	MLEC~Q14165	membrane	GO:0016020	UniProt
6343	Q14165	MLEC~Q14165	oligosaccharyltransferase complex	GO:0008250	UniProt
6344	Q14165	MLEC~Q14165	plasma membrane	GO:0005886	UniProt
6345	Q14165	MLEC~Q14165	specific granule membrane	GO:0035579	UniProt
6346	Q14166	TTLL12~Q14166	centrosome	GO:0005813	UniProt
6347	Q14166	TTLL12~Q14166	cytoplasm	GO:0005737	UniProt
6348	Q14166	TTLL12~Q14166	cytosol	GO:0005829	UniProt
6349	Q14166	TTLL12~Q14166	midbody	GO:0030496	UniProt
6350	Q14166	TTLL12~Q14166	nucleus	GO:0005634	UniProt
6351	Q14166	TTLL12~Q14166	plasma membrane	GO:0005886	UniProt
6352	Q14166	TTLL12~Q14166	spindle	GO:0005819	UniProt
6353	Q14258	TRIM25~Q14258	cytoplasm	GO:0005737	UniProt
6354	Q14258	TRIM25~Q14258	cytoplasmic stress granule	GO:0010494	UniProt
6355	Q14258	TRIM25~Q14258	cytosol	GO:0005829	UniProt
6356	Q14258	TRIM25~Q14258	nuclear body	GO:0016604	UniProt
6357	Q14258	TRIM25~Q14258	nucleoplasm	GO:0005654	UniProt
6358	Q14344	GNA13~Q14344	brush border membrane	GO:0031526	UniProt
6359	Q14344	GNA13~Q14344	cytoplasm	GO:0005737	UniProt
6360	Q14344	GNA13~Q14344	cytosol	GO:0005829	UniProt
6361	Q14344	GNA13~Q14344	extracellular exosome	GO:0070062	UniProt
6362	Q14344	GNA13~Q14344	focal adhesion	GO:0005925	UniProt
6363	Q14344	GNA13~Q14344	heterotrimeric G-protein complex	GO:0005834	UniProt
6364	Q14344	GNA13~Q14344	melanosome	GO:0042470	UniProt
6365	Q14344	GNA13~Q14344	membrane	GO:0016020	UniProt
6366	Q14344	GNA13~Q14344	nucleus	GO:0005634	UniProt
6367	Q14344	GNA13~Q14344	plasma membrane	GO:0005886	UniProt
6368	Q14353	GAMT~Q14353	cytoplasm	GO:0005737	UniProt
6369	Q14353	GAMT~Q14353	cytosol	GO:0005829	UniProt
6370	Q14353	GAMT~Q14353	nucleus	GO:0005634	UniProt
6371	Q14376	GALE~Q14376	cytosol	GO:0005829	UniProt
6372	Q14554	PDIA5~Q14554	endoplasmic reticulum	GO:0005783	UniProt
6373	Q14554	PDIA5~Q14554	endoplasmic reticulum lumen	GO:0005788	UniProt
6374	Q14554	PDIA5~Q14554	endoplasmic reticulum membrane	GO:0005789	UniProt
6375	Q14566	MCM6~Q14566	chromosome, telomeric region	GO:0000781	UniProt
6376	Q14566	MCM6~Q14566	CMG complex	GO:0071162	UniProt
6377	Q14566	MCM6~Q14566	MCM complex	GO:0042555	UniProt
6378	Q14566	MCM6~Q14566	nucleoplasm	GO:0005654	UniProt
6379	Q14566	MCM6~Q14566	nucleus	GO:0005634	UniProt
6380	Q14694	USP10~Q14694	cytoplasm	GO:0005737	UniProt
6381	Q14694	USP10~Q14694	cytosol	GO:0005829	UniProt
6382	Q14694	USP10~Q14694	cytosolic ribosome	GO:0022626	UniProt
6383	Q14694	USP10~Q14694	early endosome	GO:0005769	UniProt
6384	Q14694	USP10~Q14694	intermediate filament cytoskeleton	GO:0045111	UniProt
6385	Q14694	USP10~Q14694	nucleoplasm	GO:0005654	UniProt
6386	Q14694	USP10~Q14694	nucleus	GO:0005634	UniProt
6387	Q14694	USP10~Q14694	protein-containing complex	GO:0032991	UniProt
6388	Q14697	GANAB~Q14697	endoplasmic reticulum lumen	GO:0005788	UniProt
6389	Q14697	GANAB~Q14697	extracellular exosome	GO:0070062	UniProt
6390	Q14697	GANAB~Q14697	glucosidase II complex	GO:0017177	UniProt
6391	Q14697	GANAB~Q14697	Golgi apparatus	GO:0005794	UniProt
6392	Q14697	GANAB~Q14697	intracellular membrane-bounded organelle	GO:0043231	UniProt
6393	Q14697	GANAB~Q14697	melanosome	GO:0042470	UniProt
6394	Q14697	GANAB~Q14697	membrane	GO:0016020	UniProt
6395	Q14739	LBR~Q14739	cytoplasm	GO:0005737	UniProt
6396	Q14739	LBR~Q14739	endoplasmic reticulum membrane	GO:0005789	UniProt
6397	Q14739	LBR~Q14739	membrane	GO:0016020	UniProt
6398	Q14739	LBR~Q14739	nuclear envelope	GO:0005635	UniProt
6399	Q14739	LBR~Q14739	nuclear inner membrane	GO:0005637	UniProt
6400	Q14739	LBR~Q14739	nuclear membrane	GO:0031965	UniProt
6401	Q14739	LBR~Q14739	nucleus	GO:0005634	UniProt
6402	Q14894	CRYM~Q14894	cytoplasm	GO:0005737	UniProt
6403	Q14894	CRYM~Q14894	cytosol	GO:0005829	UniProt
6404	Q14894	CRYM~Q14894	extracellular exosome	GO:0070062	UniProt
6405	Q14894	CRYM~Q14894	mitochondrion	GO:0005739	UniProt
6406	Q14894	CRYM~Q14894	nucleus	GO:0005634	UniProt
6407	Q14894	CRYM~Q14894	peroxisomal matrix	GO:0005782	UniProt
6408	Q14974	KPNB1~Q14974	cytoplasm	GO:0005737	UniProt
6409	Q14974	KPNB1~Q14974	cytoplasmic stress granule	GO:0010494	UniProt
6410	Q14974	KPNB1~Q14974	cytosol	GO:0005829	UniProt
6411	Q14974	KPNB1~Q14974	endoplasmic reticulum tubular network	GO:0071782	UniProt
6412	Q14974	KPNB1~Q14974	extracellular exosome	GO:0070062	UniProt
6413	Q14974	KPNB1~Q14974	extracellular region	GO:0005576	UniProt
6414	Q14974	KPNB1~Q14974	ficolin-1-rich granule lumen	GO:1904813	UniProt
6415	Q14974	KPNB1~Q14974	membrane	GO:0016020	UniProt
6416	Q14974	KPNB1~Q14974	NLS-dependent protein nuclear import complex	GO:0042564	UniProt
6417	Q14974	KPNB1~Q14974	nuclear envelope	GO:0005635	UniProt
6418	Q14974	KPNB1~Q14974	nuclear membrane	GO:0031965	UniProt
6419	Q14974	KPNB1~Q14974	nuclear pore	GO:0005643	UniProt
